"","X","variable","label","type","has_value_labels","value_labels","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","scale_type","MainTheme","Subtheme"
"238",236,"Q114","En total, cuanto dinero dio en sobornos al EJÉRCITO","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity"
"239",237,"Q115","Durante 2024, ¿fue detenido por GUARDIA NACIONAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces","","No","Sí, especifique cuántas veces","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity"
"240",238,"Q115.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity"
"241",239,"Q116","Durante 2024, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? GUARDIA NACIONAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity"
"242",240,"Q116.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity"
"243",241,"Q117","En total, cuanto dinero dio en sobornos a la GUARDIA NACIONAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity"
"244",242,"Q118","Desde su punto de vista, ¿la corrupción es culpa de...?","Escala 1-4",TRUE,"1=El gobierno;2=Los ciudadanos;3=Ambos;4=NS/NC","","El gobierno","Los ciudadanos","Ambos","NS/NC","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"245",243,"Q119","¿Cuáles son las instituciones que para usted son las que más previenen y combaten la corrupción en Juárez? IMPORTANCIA #1","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"246",244,"Q119.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"247",NA,"Q119.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"248",245,"Q120","¿Cuáles son las instituciones que para usted son las que más previenen y combaten la corrupción en Juárez? IMPORTANCIA #2","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"249",246,"Q120.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"250",NA,"Q120.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"251",247,"Q121","¿Cuáles son las instituciones que para usted son las que más previenen y combaten la corrupción en Juárez? IMPORTANCIA #3","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"252",248,"Q121.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"253",NA,"Q121.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"254",249,"Q122","En Juárez, ¿el que la hace, la paga? Es decir, ¿se castiga a quien comete algún delito o infracción?","Escala 1-5",TRUE,"1=Siempre;2=Casi siempre;3=Casi nunca;4=Nunca;5=NS/NC","","Siempre","Casi siempre","Casi nunca","Nunca","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability"
"255",250,"Q123","¿Usted cree que el GOBIERNO MUNICIPAL de Cruz Pérez Cuéllar sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability"
"256",251,"Q124","¿Usted cree que el GOBIERNO ESTATAL de Maru Campos Galván sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability"
"257",252,"Q125","¿Usted cree que el GOBIERNO FEDERAL sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability"
"258",253,"Q126","Usted diría que en Juárez, ¿la justicia está exenta de corrupción?","Escala 1-3",TRUE,"1=Sí;2=No;3=NS/NC","","Sí","No","NS/NC","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity"
"259",254,"Q127","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #1","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"260",255,"Q127.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"261",NA,"Q127.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"262",256,"Q128","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #2","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"263",257,"Q128.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"264",NA,"Q128.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"265",258,"Q129","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #3","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity"
"266",259,"Q129.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"267",NA,"Q129.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity"
"268",260,"Q130","Que tanto le interesa participar en la policita del municipio, interviniendo en decisiones o realizando acciones de interes publico en beneficio de la ciudad?","Escala 1-5",TRUE,"1=NADA;2=POCO;3=REGULAR;4=ALGO;5=MUCHO","","NADA","POCO","REGULAR","ALGO","MUCHO","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Community Participation","Civic Activities"
"269",261,"Q131.1","Informacion","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"270",262,"Q131.2","Espacios para participar","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"271",263,"Q131.3","Tiempo","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"272",264,"Q131.4","Dinero","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"273",265,"Q131.5","Confianza en las instituciones","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"274",266,"Q131.6","Otro","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"275",267,"Q131.6.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities"
"276",NA,"Q131.6.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities"
"277",268,"Q132.1","Partidos/organizaciones políticas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"278",269,"Q132.2","Sindicatos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"279",270,"Q132.3","Iglesias/asociaciones religiosas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"280",271,"Q132.4","Agrupaciones empresariales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"281",272,"Q132.5","Asociaciones de padres de familia en escuelas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"282",273,"Q132.6","Asociaciones de equipos deportivos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"283",274,"Q132.7","Asociaciones/comités/juntas de vecinos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"284",275,"Q132.8","Clubs sociales/de servicios","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"285",276,"Q132.9","Organizaciones civiles/ONGs/Fundaciones","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"286",277,"Q132.10","Grupo de autoayuda o superación","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"287",278,"Q132.11","Caja popular o cooperativa de crédito","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"288",279,"Q133","Si pertenece a otra organización que NO HAYA SIDO MENCIONADA ANTERIORMENTE, indique cuál (escriba nombre/objetivo):","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities"
"289",280,"Q134","Durante 2024, ¿apoyó activamente a algún movimiento social?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities"
"290",281,"Q135","¿Cuál o cuáles movimientos sociales apoyó?","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities"
"291",NA,"Q135","(HOMOLOGACION) ¿Cuál o cuáles movimientos sociales apoyó?","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities"
"292",282,"Q136.1","Propuestas de planes, programas, leyes o políticas públicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"293",283,"Q136.2","Vigilar acciones/funciones de los servidores/instituciones públicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"294",284,"Q136.3","Firmar cartas de apoyo/amparos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"295",285,"Q136.4","Quejarse ante las autoridades (solicitudes, denuncias o reportes ante autoridades)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"296",286,"Q136.5","Pedir apoyo a una sociedad civil (organizarse con otros ciudadanos)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"297",287,"Q136.6","Asistir a manifestaciones y/o marchas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"298",288,"Q136.7","Colocar mantas, carteles o fotografías","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"299",289,"Q136.8","Repartir circularees o manifiestos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"300",290,"Q136.9","Enviar mensajes, opiniones, imágenes por redes sociales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"301",291,"Q136.10","Usar una aplicación o herramienta electrónica de denuncia ciudadana","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"302",292,"Q136.11","Hizo algo para resolver un problema con sus vecinos (baches, alumbrado, limpia, etc.)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"303",293,"Q136.12","Vigilar la correcta realización de alguna obra pública","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"304",294,"Q136.13","Bloquear calles, avenidas, carreteras","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"305",295,"Q136.14","Mitin político","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement"
"306",296,"Q137","Para usted, votar es...","Escala 1-3",TRUE,"1=Importante;2=Poco importante;3=Nada importante","","Importante","Poco importante","Nada importante","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Community Participation","Decision-Making Participation"
"307",297,"Q138.1","El referendum","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"308",298,"Q138.2","El plebiscito","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"309",299,"Q138.3","La iniciativa ciudadana","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"310",300,"Q138.4","La revocacion de mandato","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"311",301,"Q138.5","Audiencias publicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"312",302,"Q138.6","Consulta publica","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"313",303,"Q138.7","Consejos consultivos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
"314",304,"Q138.8","Comites de participacion","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Decision-Making Participation"
