"","X.1","X","variable","label","type","has_value_labels","value_labels","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","scale_type","MainTheme","Subtheme","notes"
"230",229,227,"Q110","Durante 2024, ¿fue detenido por POLICÍA ESTATAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces","","No","Sí, especifique cuántas veces","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"231",230,228,"Q110.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"232",231,229,"Q111","Durante 2024, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? POLICÍA ESTATAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"233",232,230,"Q111.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"234",233,231,"Q112","En total, cuanto dinero dio en sobornos a POLICÍA ESTATAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"235",234,232,"Q113","Durante 2024, ¿fue detenido por EJÉRCITO?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces","","No","Sí, especifique cuántas veces","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"236",235,233,"Q113.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"237",236,234,"Q114","Durante 2024, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? EJÉRCITO","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"238",237,235,"Q114.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"239",238,236,"Q115","En total, cuanto dinero dio en sobornos al EJÉRCITO","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"240",239,237,"Q116","Durante 2024, ¿fue detenido por GUARDIA NACIONAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces","","No","Sí, especifique cuántas veces","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"241",240,238,"Q116.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"242",241,239,"Q117","Durante 2024, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? GUARDIA NACIONAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"243",242,240,"Q117.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"244",243,241,"Q118","En total, cuanto dinero dio en sobornos a la GUARDIA NACIONAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"245",244,242,"Q119","Desde su punto de vista, ¿la corrupción es culpa de...?","Escala 1-4",TRUE,"1=El gobierno;2=Los ciudadanos;3=Ambos;4=NS/NC","","El gobierno","Los ciudadanos","Ambos","NS/NC","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"246",245,243,"Q120","¿Cuáles son las instituciones que para usted son las que más previenen y combaten la corrupción en Juárez? IMPORTANCIA #1","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"247",246,244,"Q120.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"248",247,NA,"Q120.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"249",248,245,"Q121","¿Cuáles son las instituciones que para usted son las que más previenen y combaten la corrupción en Juárez? IMPORTANCIA #2","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"250",249,246,"Q121.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"251",250,NA,"Q121.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"252",251,247,"Q122","¿Cuáles son las instituciones que para usted son las que más previenen y combaten la corrupción en Juárez? IMPORTANCIA #3","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"253",252,248,"Q122.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"254",253,NA,"Q122.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"255",254,249,"Q123","En Juárez, ¿el que la hace, la paga? Es decir, ¿se castiga a quien comete algún delito o infracción?","Escala 1-5",TRUE,"1=Siempre;2=Casi siempre;3=Casi nunca;4=Nunca;5=NS/NC","","Siempre","Casi siempre","Casi nunca","Nunca","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability",NA
"256",255,250,"Q124","¿Usted cree que el GOBIERNO MUNICIPAL de Cruz Pérez Cuéllar sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability",NA
"257",256,251,"Q125","¿Usted cree que el GOBIERNO ESTATAL de Maru Campos Galván sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability",NA
"258",257,252,"Q126","¿Usted cree que el GOBIERNO FEDERAL sanciona a los servidores públicos que son sorprendidos en actos de corrupción?","Escala 1-5",TRUE,"1=Nunca (nunca lo hacen);2=Poco (con poca frecuencia);3=Algo (con algo de frecuencia);4=Mucho (con mucha frecuencia);5=NS/NC","","Nunca (nunca lo hacen)","Poco (con poca frecuencia)","Algo (con algo de frecuencia)","Mucho (con mucha frecuencia)","NS/NC","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Governance & Civic Engagement","Justice & Accountability",NA
"259",258,253,"Q127","Usted diría que en Juárez, ¿la justicia está exenta de corrupción?","Escala 1-3",TRUE,"1=Sí;2=No;3=NS/NC","","Sí","No","NS/NC","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"260",259,254,"Q128","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #1","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"261",260,255,"Q128.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"262",261,NA,"Q128.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"263",262,256,"Q129","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #2","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"264",263,257,"Q129.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"265",264,NA,"Q129.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"266",265,258,"Q130","¿Cuáles son las instituciones que más violan las leyes? INSTITUCIÓN #3","Escala 1-27",TRUE,"1=Diputados;2=Prensa local (periódicos);3=Televisoras locales;4=Iglesias;5=Maestros;6=Partidos políticos;7=Organizaciones ciudadanas (OSC's);8=Universidades;9=Empresarios;10=Policía municipal;11=Tránsito municipal;12=Policía ministerial;13=Ejército;14=Policía estatal;15=Guardia nacional;16=Jueces o magistrados;17=Presidente municipal Cruz Pérez Cuellar;18=Regidores;19=Síndico(a);20=Funcionarios del gob. municipal","","Diputados","Prensa local (periódicos)","Televisoras locales","Iglesias","Maestros","Partidos políticos","Organizaciones ciudadanas (OSC's)","Universidades","Empresarios","Policía municipal","Tránsito municipal","Policía ministerial","Ejército","Policía estatal","Guardia nacional","Jueces o magistrados","Presidente municipal Cruz Pérez Cuellar","Regidores","Síndico(a)","Funcionarios del gob. municipal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Categorica","Governance & Civic Engagement","Public Integrity",NA
"267",266,259,"Q130.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"268",267,NA,"Q130.1.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"269",268,260,"Q131","Que tanto le interesa participar en la policita del municipio, interviniendo en decisiones o realizando acciones de interes publico en beneficio de la ciudad?","Escala 1-5",TRUE,"1=NADA;2=POCO;3=REGULAR;4=ALGO;5=MUCHO","","NADA","POCO","REGULAR","ALGO","MUCHO","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Intervalo","Community Participation","Civic Activities",NA
"270",269,261,"Q132.1","Informacion","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"271",270,262,"Q132.2","Espacios para participar","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"272",271,263,"Q132.3","Tiempo","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"273",272,264,"Q132.4","Dinero","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"274",273,265,"Q132.5","Confianza en las instituciones","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"275",274,266,"Q132.6","Otro","Escala 1-2",TRUE,"0=No necesario;1=Necesario","No necesario","Necesario","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"276",275,267,"Q132.6.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities",NA
"277",276,NA,"Q132.6.1H","(HOMOLOGACION) Other","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities",NA
"278",NA,NA,"Q133","Participa activamente en alguna organizacion?","haven_labelled",TRUE,"1 = Si; 2 = No",NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"279",277,268,"Q134.1","Partidos/organizaciones políticas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"280",278,269,"Q134.2","Sindicatos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"281",279,270,"Q134.3","Iglesias/asociaciones religiosas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"282",280,271,"Q134.4","Agrupaciones empresariales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"283",281,272,"Q134.5","Asociaciones de padres de familia en escuelas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"284",282,273,"Q134.6","Asociaciones de equipos deportivos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"285",283,274,"Q134.7","Asociaciones/comités/juntas de vecinos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"286",284,275,"Q134.8","Clubs sociales/de servicios","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"287",285,276,"Q134.9","Organizaciones civiles/ONGs/Fundaciones","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"288",286,277,"Q134.10","Grupo de autoayuda o superación","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"289",287,278,"Q134.11","Caja popular o cooperativa de crédito","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"290",288,279,"Q135","Si pertenece a otra organización que NO HAYA SIDO MENCIONADA ANTERIORMENTE, indique cuál (escriba nombre/objetivo):","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities",NA
"291",289,280,"Q136","Durante 2024, ¿apoyó activamente a algún movimiento social?","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Civic Activities",NA
"292",290,281,"Q137","¿Cuál o cuáles movimientos sociales apoyó?","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities",NA
"293",291,NA,"Q137","(HOMOLOGACION) ¿Cuál o cuáles movimientos sociales apoyó?","",NA,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Community Participation","Civic Activities",NA
"294",292,282,"Q138.1","Propuestas de planes, programas, leyes o políticas públicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"295",293,283,"Q138.2","Vigilar acciones/funciones de los servidores/instituciones públicas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"296",294,284,"Q138.3","Firmar cartas de apoyo/amparos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"297",295,285,"Q138.4","Quejarse ante las autoridades (solicitudes, denuncias o reportes ante autoridades)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"298",296,286,"Q138.5","Pedir apoyo a una sociedad civil (organizarse con otros ciudadanos)","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"299",297,287,"Q138.6","Asistir a manifestaciones y/o marchas","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"300",298,288,"Q138.7","Colocar mantas, carteles o fotografías","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"301",299,289,"Q138.8","Repartir circularees o manifiestos","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"302",300,290,"Q138.9","Enviar mensajes, opiniones, imágenes por redes sociales","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
"303",301,291,"Q138.10","Usar una aplicación o herramienta electrónica de denuncia ciudadana","Escala 1-2",TRUE,"1=Sí;2=No","","Sí","No","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Community Participation","Community Involvement",NA
