variable,label,type,has_value_labels,value_labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Q113.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q114,"Durante 2023, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? EJERCITO",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q114.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q115,"En total, cuanto dinero dio en sobornos al EJERCITO",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q116,"Durante 2023, fue detenido por GUARDIA NACIONAL?",haven_labelled,TRUE,"1 = No; 2 = Si, especifique cuantas veces:",NA,No,"Si, especifique cuantas veces:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q116.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q117,"Durante 2023, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? GUARDIA NACIONAL",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q117.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q118,"En total, cuanto dinero dio en sobornos a la GUARDIA NACIONAL",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q119,"Desde su punto de vista, ¿la corrupcion es culpa de...?",haven_labelled,TRUE,1 = El gobierno; 2 = Los ciudadanos; 3 = Ambos; 4 = NS/NC,NA,El gobierno,Los ciudadanos,Ambos,NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q120,Cuales son las instituciones que para usted son las que mas previenen y combaten la corrupcion en Juarez? IMPORTANCIA #1,haven_labelled,TRUE,"1 = Diputados; 2 = Prensa local (periódicos); 3 = Televisoras locales; 4 = Iglesias; 5 = Maestros; 6 = Partidos políticos; 7 = Organizaciones ciudadanas (OSC's); 8 = Universidades; 9 = Empresarios; 10 = Policía municipal; 11 = Tránsito municipal; 12 = Policía ministerial; 13 = Ejército; 14 = Policía estatal; 15 = Guardia nacional; 16 = Jueces o magistrados; 17 = Presidente municipal Cruz Pérez Cuellar; 18 = Regidores; 19 = Síndico(a); 20 = Funcionarios del gob. municipal; 21 = Gobernadora Maru Campos Galván; 22 = Funcionarios del gob. estatal; 23 = Presidente de la república; 24 = Funcionarios del gob. federal; 25 = Sistema Estatal Anticorrupción; 26 = Auditoría Superior del Estado; 27 = Otro, especifique:",NA,Diputados,Prensa local (periódicos),Televisoras locales,Iglesias,Maestros,Partidos políticos,Organizaciones ciudadanas (OSC's),Universidades,Empresarios,Policía municipal,Tránsito municipal,Policía ministerial,Ejército,Policía estatal,Guardia nacional,Jueces o magistrados,Presidente municipal Cruz Pérez Cuellar,Regidores,Síndico(a),Funcionarios del gob. municipal,Gobernadora Maru Campos Galván,Funcionarios del gob. estatal,Presidente de la república,Funcionarios del gob. federal,Sistema Estatal Anticorrupción,Auditoría Superior del Estado,"Otro, especifique:",NA,NA,NA,NA,NA,NA,NA
Q120.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q121,Cuales son las instituciones que para usted son las que mas previenen y combaten la corrupcion en Juarez?  IMPORTANCIA #2,haven_labelled,TRUE,"1 = Diputados; 2 = Prensa local (periódicos); 3 = Televisoras locales; 4 = Iglesias; 5 = Maestros; 6 = Partidos políticos; 7 = Organizaciones ciudadanas (OSC's); 8 = Universidades; 9 = Empresarios; 10 = Policía municipal; 11 = Tránsito municipal; 12 = Policía ministerial; 13 = Ejército; 14 = Policía estatal; 15 = Guardia nacional; 16 = Jueces o magistrados; 17 = Presidente municipal Cruz Pérez Cuellar; 18 = Regidores; 19 = Síndico(a); 20 = Funcionarios del gob. municipal; 21 = Gobernadora Maru Campus Galván; 22 = Funcionarios del gob. estatal; 23 = Presidente de la república; 24 = Funcionarios del gob. federal; 25 = Sistema Estatal Anticorrupción; 26 = Auditoría Superior del Estado; 27 = Otro, especifique:",NA,Diputados,Prensa local (periódicos),Televisoras locales,Iglesias,Maestros,Partidos políticos,Organizaciones ciudadanas (OSC's),Universidades,Empresarios,Policía municipal,Tránsito municipal,Policía ministerial,Ejército,Policía estatal,Guardia nacional,Jueces o magistrados,Presidente municipal Cruz Pérez Cuellar,Regidores,Síndico(a),Funcionarios del gob. municipal,Gobernadora Maru Campus Galván,Funcionarios del gob. estatal,Presidente de la república,Funcionarios del gob. federal,Sistema Estatal Anticorrupción,Auditoría Superior del Estado,"Otro, especifique:",NA,NA,NA,NA,NA,NA,NA
Q121.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q122,Cuales son las instituciones que para usted son las que mas previenen y combaten la corrupcion en Juarez? IMPORTANCIA #3,haven_labelled,TRUE,"1 = Diputados; 2 = Prensa local (periódicos); 3 = Televisoras locales; 4 = Iglesias; 5 = Maestros; 6 = Partidos políticos; 7 = Organizaciones ciudadanas (OSC's); 8 = Universidades; 9 = Empresarios; 10 = Policía municipal; 11 = Tránsito municipal; 12 = Policía ministerial; 13 = Ejército; 14 = Policía estatal; 15 = Guardia nacional; 16 = Jueces o magistrados; 17 = Presidente municipal Cruz Pérez Cuellar; 18 = Regidores; 19 = Síndico(a); 20 = Funcionarios del gob. municipal; 21 = Gobernadora Maru Campus Galván; 22 = Funcionarios del gob. estatal; 23 = Presidente de la república; 24 = Funcionarios del gob. federal; 25 = Sistema Estatal Anticorrupción; 26 = Auditoría Superior del Estado; 27 = Otro, especifique:",NA,Diputados,Prensa local (periódicos),Televisoras locales,Iglesias,Maestros,Partidos políticos,Organizaciones ciudadanas (OSC's),Universidades,Empresarios,Policía municipal,Tránsito municipal,Policía ministerial,Ejército,Policía estatal,Guardia nacional,Jueces o magistrados,Presidente municipal Cruz Pérez Cuellar,Regidores,Síndico(a),Funcionarios del gob. municipal,Gobernadora Maru Campus Galván,Funcionarios del gob. estatal,Presidente de la república,Funcionarios del gob. federal,Sistema Estatal Anticorrupción,Auditoría Superior del Estado,"Otro, especifique:",NA,NA,NA,NA,NA,NA,NA
Q122.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q123,"En Juarez, el que la hace, la paga? Es decir, se castiga a quien comete algun delito o infraccion?",haven_labelled,TRUE,1 = Siempre; 2 = Casi siempre; 3 = Casi nunca; 4 = Nunca; 5 = NS/NC,NA,Siempre,Casi siempre,Casi nunca,Nunca,NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q124,Usted cree que el GOBIERNO MUNICIPAL de Cruz Perez Cuellar sanciona a los servidores publicos que son sorprendidos en actos de corrupcion?,haven_labelled,TRUE,1 = Nunca (nunca lo hacen); 2 = Poco (con poca frecuencia); 3 = Algo (con algo de frecuencia); 4 = Mucho (con mucha frecuencia); 5 = NS/NC,NA,Nunca (nunca lo hacen),Poco (con poca frecuencia),Algo (con algo de frecuencia),Mucho (con mucha frecuencia),NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q125,Usted cree que el GOBIERNO ESTATAL de Maru Campos Galvan sanciona a los servidores publicos que son sorprendidos en actos de corrupcion?,haven_labelled,TRUE,1 = Nunca (nunca lo hacen); 2 = Poco (con poca frecuencia); 3 = Algo (con algo de frecuencia); 4 = Mucho (con mucha frecuencia); 5 = NS/NC,NA,Nunca (nunca lo hacen),Poco (con poca frecuencia),Algo (con algo de frecuencia),Mucho (con mucha frecuencia),NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q126,Usted cree que el GOBIERNO FEDERAL sanciona a los servidores publicos que son sorprendidos en actos de corrupción?,haven_labelled,TRUE,1 = Nunca (nunca lo hacen); 2 = Poco (con poca frecuencia); 3 = Algo (con algo de frecuencia); 4 = Mucho (con mucha frecuencia); 5 = NS/NC,NA,Nunca (nunca lo hacen),Poco (con poca frecuencia),Algo (con algo de frecuencia),Mucho (con mucha frecuencia),NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q127,"Usted diria que en Juarez, ¿la justicia esta exenta de corrupcion?",haven_labelled,TRUE,1 = Si; 2 = No; 3 = NS/NC,NA,Si,No,NS/NC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q128,Cuales son las instituciones que mas violan las leyes? INSTITUCION #1,haven_labelled,TRUE,"1 = Diputados; 2 = Prensa local (periódicos); 3 = Televisoras locales; 4 = Iglesias; 5 = Maestros; 6 = Partidos políticos; 7 = Organizaciones ciudadanas (OSC's); 8 = Universidades; 9 = Empresarios; 10 = Policía municipal; 11 = Tránsito municipal; 12 = Policía ministerial; 13 = Ejército; 14 = Policía estatal; 15 = Guardia nacional; 16 = Jueces o magistrados; 17 = Presidente municipal Cruz Pérez Cuellar; 18 = Regidores; 19 = Síndico(a); 20 = Funcionarios del gob. municipal; 21 = Gobernador Maru Campos Galván; 22 = Funcionarios del gob. estatal; 23 = Presidente de la república; 24 = Funcionarios del gob. federal; 25 = Sistema Estatal Anticorrupción; 26 = Auditoría Superior del Estado; 27 = Otro, especifique:",NA,Diputados,Prensa local (periódicos),Televisoras locales,Iglesias,Maestros,Partidos políticos,Organizaciones ciudadanas (OSC's),Universidades,Empresarios,Policía municipal,Tránsito municipal,Policía ministerial,Ejército,Policía estatal,Guardia nacional,Jueces o magistrados,Presidente municipal Cruz Pérez Cuellar,Regidores,Síndico(a),Funcionarios del gob. municipal,Gobernador Maru Campos Galván,Funcionarios del gob. estatal,Presidente de la república,Funcionarios del gob. federal,Sistema Estatal Anticorrupción,Auditoría Superior del Estado,"Otro, especifique:",NA,NA,NA,NA,NA,NA,NA
Q128.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q129,Cuakes son las instituciones que mas violan las leyes? INSTITUCION #2,haven_labelled,TRUE,"1 = Diputados; 2 = Prensa local (periódicos); 3 = Televisoras locales; 4 = Iglesias; 5 = Maestros; 6 = Partidos políticos; 7 = Organizaciones ciudadanas (OSC's); 8 = Universidades; 9 = Empresarios; 10 = Policía municipal; 11 = Tránsito municipal; 12 = Policía ministerial; 13 = Ejército; 14 = Policía estatal; 15 = Guardia nacional; 16 = Jueces o magistrados; 17 = Presidente municipal Cruz Pérez Cuellar; 18 = Regidores; 19 = Síndico(a); 20 = Funcionarios del gob. municipal; 21 = Gobernadora Maru Campos Galván; 22 = Funcionarios del gob. estatal; 23 = Presidente de la república; 24 = Funcionarios del gob. federal; 25 = Sistema Estatal Anticorrupción; 26 = Auditoría Superior del Estado; 27 = Otro, especifique:",NA,Diputados,Prensa local (periódicos),Televisoras locales,Iglesias,Maestros,Partidos políticos,Organizaciones ciudadanas (OSC's),Universidades,Empresarios,Policía municipal,Tránsito municipal,Policía ministerial,Ejército,Policía estatal,Guardia nacional,Jueces o magistrados,Presidente municipal Cruz Pérez Cuellar,Regidores,Síndico(a),Funcionarios del gob. municipal,Gobernadora Maru Campos Galván,Funcionarios del gob. estatal,Presidente de la república,Funcionarios del gob. federal,Sistema Estatal Anticorrupción,Auditoría Superior del Estado,"Otro, especifique:",NA,NA,NA,NA,NA,NA,NA
Q129.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q130,Cuales son las instituciones que mas violan las leyes? INSTITUCION #3,haven_labelled,TRUE,"1 = Diputados; 2 = Prensa local (periódicos); 3 = Televisoras locales; 4 = Iglesias; 5 = Maestros; 6 = Partidos políticos; 7 = Organizaciones ciudadanas (OSC's); 8 = Universidades; 9 = Empresarios; 10 = Policía municipal; 11 = Tránsito municipal; 12 = Policía ministerial; 13 = Ejército; 14 = Policía estatal; 15 = Guardia nacional; 16 = Jueces o magistrados; 17 = Presidente municipal Cruz Pérez Cuellar; 18 = Regidores; 19 = Síndico(a); 20 = Funcionarios del gob. municipal; 21 = Gobernadora Maru Campos Galván; 22 = Funcionarios del gob. estatal; 23 = Presidente de la república; 24 = Funcionarios del gob. federal; 25 = Sistema Estatal Anticorrupción; 26 = Auditoría Superior del Estado; 27 = Otro, especifique:",NA,Diputados,Prensa local (periódicos),Televisoras locales,Iglesias,Maestros,Partidos políticos,Organizaciones ciudadanas (OSC's),Universidades,Empresarios,Policía municipal,Tránsito municipal,Policía ministerial,Ejército,Policía estatal,Guardia nacional,Jueces o magistrados,Presidente municipal Cruz Pérez Cuellar,Regidores,Síndico(a),Funcionarios del gob. municipal,Gobernadora Maru Campos Galván,Funcionarios del gob. estatal,Presidente de la república,Funcionarios del gob. federal,Sistema Estatal Anticorrupción,Auditoría Superior del Estado,"Otro, especifique:",NA,NA,NA,NA,NA,NA,NA
Q130.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q131,"Que tanto le interesa participar en la policita del municipio, interviniendo en decisiones o realizando acciones de interes publico en beneficio de la ciudad?",haven_labelled,TRUE,1 = Nada; 2 = Poco; 3 = Regular; 4 = Algo; 5 = Mucho,NA,Nada,Poco,Regular,Algo,Mucho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.1,Informacion,haven_labelled,TRUE,0 = Not Selected; 1 = Selected,Not Selected,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.2,Espacios para participar,haven_labelled,TRUE,0 = Not Selected; 1 = Selected,Not Selected,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.3,Tiempo,haven_labelled,TRUE,0 = Not Selected; 1 = Selected,Not Selected,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.4,Dinero,haven_labelled,TRUE,0 = Not Selected; 1 = Selected,Not Selected,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.5,Confianza en las instituciones,haven_labelled,TRUE,0 = Not Selected; 1 = Selected,Not Selected,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.6,Otro,haven_labelled,TRUE,0 = Not Selected; 1 = Selected,Not Selected,Selected,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q132.6.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q133,Participa activamente en alguna organizacion?,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.1,Partidos/organizaciones políticas,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.2,Sindicatos,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.3,Iglesias/asociaciones religiosas,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.4,Agrupaciones empresariales,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.5,Asociaciones de padres de familia en escuelas,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.6,Asociaciones o equipos deportivos,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.7,Asociaciones/comités/juntas de vecinos,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.8,Clubs sociales/de servicios,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.9,Organizaciones civiles/ONGs/Fundaciones,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.10,Grupo de autoayuda o superación,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q134.11,Caja popular o cooperativa de crédito,haven_labelled,TRUE,1 = Si; 2 = No,NA,Si,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q135,"Si pertenece a otra organizacion que NO HAYA SIDO MENCIONADA ANTERIORMENTE, indique cual (escriba nombre/objetivo):",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q136,"Durante 2023, ¿apoyo activamente a algun movimiento social?",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q137,Cual o cuales movimientos sociales apoyó?,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.1,"Propuestas de planes, programas, leyes o políticas públicas",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.2,Vigilar acciones/funciones de los servidores/instituciones públicas,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.3,Firmar cartas de apoyo/amparos,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.4,"Quejarse ante las autoridades (solicitudes, denuncias o reportes ante autoridades)",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.5,Pedir apoyo a una sociedad civil (organizarse con otros ciudadanos),haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.6,Asistir a manifestaciones y/o marchas,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.7,"Colocar mantas, carteles o fotografías",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.8,Repartir circularees o manifiestos,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.9,"Enviar mensajes, opiniones, imágenes por redes sociales",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.10,Usar una aplicación o herramienta electrónica de denuncia ciudadana,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.11,"Hizo algo para resolver un problema con sus vecinos (baches, alumbrado, limpia, etc.)",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.12,Vigilar la correcta realización de alguna obra pública,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.13,"Bloquear calles, avenidas, carreteras",haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q138.14,Mitin político,haven_labelled,TRUE,1 = Sí; 2 = No,NA,Sí,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q139,"Para usted, votar es...",haven_labelled,TRUE,1 = Importante; 2 = Poco importante; 3 = Nada importante,NA,Importante,Poco importante,Nada importante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
